#TimeStamp;DistanceTraveled
25019.89;745.18
25079.96;759.55
25139.9;754.69
25199.96;704.1
25259.93;641.2
25319.71;625.35
25379.68;416.07
25439.95;343.48
25499.75;71.75
25559.86;102.29
25619.99;114.1
25679.77;103.44
25739.99;96.56
25799.69;83.4
25859.93;84.6
25919.81;97.64
25979.59;98.54
26039.89;96.81
26099.95;93.98
26159.91;114.85
26219.76;86.27
26279.82;67.25
26339.66;98.39
26400;122.27
26459.7;87.45
26519.97;92.99
26579.7;88.57
26639.97;99
26700;99.66
26760;127.47
26819.74;87.1
26879.62;107.01
26939.99;97.53
26999.81;102.58
27059.99;105.07
27119.82;112.8
27179.82;103.33
27239.9;115.44
27299.68;119.82
27359.98;86.15
27419.84;88.05
27479.7;102.78
27539.79;102.38
27599.93;92.61
27659.96;126.85
27719.89;107.28
27779.88;66.26
27839.97;90.09
27899.87;117.74
27959.76;123
28020;79.59
28079.86;82.85
28139.98;88.56
28199.72;102.7
28259.94;94.95
28320;107.89
28379.78;86.63
28439.72;75.78
28499.78;95.16
28559.62;100.93
28619.98;66.51
28679.68;88.39
28739.78;99.08
28799.98;86.98
