#TimeStamp;DistanceTraveled
13259.94;555.74
13319.79;621.91
13380;637.47
13439.9;700.76
13499.95;785.81
13559.92;587.05
13619.97;565.92
13679.84;754.72
13739.97;639.43
13799.98;580.36
13859.66;553.12
13919.77;619.36
13979.83;591.56
14039.87;662.9
14099.98;744.24
14159.83;613.2
14219.76;561.13
14280;612.5
14340;737.24
14399.85;688.32
14459.61;734.8
14519.76;692.48
14579.97;695.9
14639.84;703.16
14699.99;672.03
14760;489.81
14819.98;569.14
14879.87;509.68
14939.93;331.43
14999.98;93.48
15059.95;112.71
15119.61;102
15179.83;96.67
15239.72;94.33
15299.92;106.41
15359.91;107.32
15419.96;100.64
15479.67;82.18
15539.97;117.48
15599.88;97.39
15659.94;72.88
15719.96;96.01
15779.78;72.58
15839.94;79.11
15899.72;79.55
15959.98;93.45
16019.68;91
16079.86;111.68
16139.96;110.93
16199.82;101.98
16259.96;114.11
16319.8;83.83
16379.88;116.74
16439.77;110.96
16499.9;96.21
16559.93;89.59
16619.84;118.35
16679.84;125.18
16739.82;101.6
16799.98;101.29
16859.69;97.53
16919.99;112.96
16979.9;103.35
17039.99;88.52
17099.98;85.22
17159.6;90.92
17219.99;91.44
17279.64;69.82
17339.9;79.61
17399.85;84.06
17459.82;106.14
17519.71;100
17579.66;117.11
17639.93;86.02
17699.79;88
17759.86;114.88
17819.97;80.66
17879.73;93.87
17939.93;93.57
17999.78;94.31
18059.69;77.47
18119.87;121.09
18179.93;84.28
18239.74;103.69
18299.65;93.04
18359.84;109.65
18419.96;99.51
18479.88;94.25
18539.88;106.45
18599.68;86.28
18659.9;85.34
18719.96;92.64
18779.71;70.79
18839.61;98.46
18899.85;119.62
18959.64;120.72
19019.69;91.79
19079.94;102.44
19139.99;101.11
19199.92;90.38
19259.87;79.58
19319.84;81.16
19379.94;73.84
19439.9;88.51
19499.84;116.94
19559.79;83.81
19619.79;101.49
19679.88;85.81
19739.93;97.44
19799.79;86
19859.88;112.63
19919.74;82.49
19979.65;98.76
20040;109.55
20099.99;115.54
20159.9;94.59
20220;74.02
20279.68;78.82
20339.99;88.32
20399.67;93.16
20459.82;85.13
20519.98;107.1
20579.85;95.89
20639.99;80.37
20699.85;79.32
20759.97;98.02
20819.96;94.49
20879.87;112.05
20939.81;84.99
20999.85;85.26
21059.77;97.23
21119.91;94.35
21179.97;128.58
21239.83;99.33
21299.95;109
21359.58;94.29
21419.99;97.32
21479.68;99.03
21539.75;110.53
21599.88;104.14
21659.72;90.61
21719.98;117.25
21779.71;108.84
21839.78;91.86
21899.98;90.17
21959.96;97.97
22019.94;425.29
22079.99;558.22
22139.95;385.34
22199.73;368.99
22259.95;447.09
22319.7;564.32
22379.62;437.55
22439.96;470.31
22499.91;462.08
22559.71;577.22
22619.97;581.18
22679.88;466.72
22739.8;565.89
22799.99;524.73
22859.66;555.96
22919.81;627.2
22979.99;610.13
23039.79;566.24
23099.99;572.91
23159.85;527.34
23219.97;555.57
23279.93;470.72
23339.73;535.74
23399.94;643.57
23459.99;558.7
23519.95;537.54
23579.65;529.22
23639.79;554.46
23699.95;679.29
23759.8;570.17
23820;623.97
23879.99;772.59
23939.95;532.41
23999.95;566.5
24059.85;608.11
24119.88;532.19
24179.88;647.31
24239.89;575.2
24299.9;573.56
24359.72;679.6
24419.97;797.13
24479.93;721.5
24539.87;585.83
24599.73;514.37
24659.68;658.31
24719.89;676.38
24779.85;686.85
24839.97;596.93
24899.91;637.99
24959.99;635.13
25019.89;656.23
25079.86;729.22
25139.76;710.04
25200;737.47
25259.72;769.59
25319.88;747.99
25379.92;721.02
25439.72;762.74
25499.75;588.82
25559.84;484.73
25619.62;532.24
25679.93;299.47
25739.76;139.56
25799.95;113.64
25859.87;92.86
25919.94;108.93
25979.68;99.3
26040;93.55
26099.98;95.29
26159.77;83.56
26219.88;83.27
26279.99;77.07
26339.98;78.09
26399.81;103.04
26459.62;101.28
26519.71;80.61
26579.94;73.64
26639.97;90.25
26699.95;93.4
26759.74;88.9
26819.96;81.37
26879.93;88.24
26939.91;94.07
26999.88;84.13
27059.87;60
27119.65;97.23
27179.63;86.49
27239.7;82.96
27299.92;81.03
27359.64;83.18
27419.98;78
27479.89;99.07
27539.96;107.28
27599.99;107.98
27659.98;90.03
27719.82;74.47
27779.92;71.52
27839.75;91.3
27899.66;85.13
27959.62;86.29
28019.64;96.1
28079.99;93.84
28139.68;92
28199.79;102.23
28259.94;100.53
28319.68;88.49
28379.99;110.81
28439.87;90.96
28499.8;110.99
28559.64;99.45
28619.75;99.8
28679.91;112.74
28739.72;80
28799.75;85
